boot_iter,top100_fold,top100_hits
1,27.5809090909091,3
2,36.7745454545455,4
3,42.1375,5
4,16.855,2
5,26.968,4
6,45.9681818181818,5
7,40.452,4
8,11.2366666666667,1
9,31.1169230769231,4
10,36.7745454545455,4
11,31.1169230769231,4
12,28.8942857142857,4
13,33.71,4
14,33.71,4
15,38.8961538461538,5
16,33.71,4
17,45.9681818181818,5
18,28.8942857142857,4
19,16.855,2
20,36.7745454545455,4
21,36.7745454545455,4
22,23.3376923076923,3
23,18.3872727272727,2
24,23.3376923076923,3
25,33.71,4
26,36.7745454545455,4
27,18.3872727272727,2
28,27.5809090909091,3
29,25.2825,3
30,36.7745454545455,4
31,33.71,4
32,33.71,4
33,18.3872727272727,2
34,11.2366666666667,1
35,36.7745454545455,4
36,27.5809090909091,3
37,38.8961538461538,5
38,36.7745454545455,4
39,38.8961538461538,5
40,36.1178571428571,5
41,36.1178571428571,5
42,36.7745454545455,4
43,15.5584615384615,2
44,45.9681818181818,5
45,23.3376923076923,3
46,30.339,3
47,36.7745454545455,4
48,30.339,3
49,27.5809090909091,3
50,36.1178571428571,5
51,44.9466666666667,4
52,16.855,2
53,27.5809090909091,3
54,31.1169230769231,4
55,20.226,2
56,15.5584615384615,2
57,44.9466666666667,4
58,30.339,3
59,9.19363636363636,1
60,38.8961538461538,5
61,36.7745454545455,4
62,7.77923076923077,1
63,20.226,2
64,33.71,4
65,11.2366666666667,1
66,20.226,2
67,25.2825,3
68,27.5809090909091,3
69,31.1169230769231,4
70,36.7745454545455,4
71,31.1169230769231,4
72,30.339,3
73,33.71,4
74,31.1169230769231,4
75,11.2366666666667,1
76,31.1169230769231,4
77,31.1169230769231,4
78,20.226,2
79,11.2366666666667,1
80,22.4733333333333,2
81,25.2825,3
82,33.71,3
83,31.1169230769231,4
84,45.9681818181818,5
85,9.19363636363636,1
86,25.2825,3
87,18.3872727272727,2
88,30.339,3
89,33.71,4
90,20.226,2
91,33.71,4
92,33.71,4
93,27.5809090909091,3
94,30.339,3
95,14.4471428571429,2
96,10.113,1
97,33.71,4
98,23.3376923076923,3
99,33.71,3
100,33.71,4
101,27.5809090909091,3
102,31.1169230769231,4
103,27.5809090909091,3
104,15.5584615384615,2
105,31.1169230769231,4
106,16.855,2
107,20.226,2
108,22.4733333333333,2
109,36.1178571428571,5
110,36.7745454545455,4
111,7.77923076923077,1
112,21.6707142857143,3
113,25.2825,3
114,31.1169230769231,4
115,28.8942857142857,4
116,27.5809090909091,3
117,27.5809090909091,3
118,27.5809090909091,3
119,33.71,4
120,44.9466666666667,4
121,20.226,3
122,27.5809090909091,3
123,18.3872727272727,2
124,8.4275,1
125,25.2825,3
126,27.5809090909091,3
127,25.2825,3
128,33.71,4
129,20.226,2
130,21.6707142857143,3
131,33.71,4
132,31.1169230769231,4
133,9.19363636363636,1
134,36.7745454545455,4
135,31.1169230769231,4
136,36.7745454545455,4
137,30.339,3
138,20.226,2
139,30.339,3
140,25.2825,3
141,20.226,2
142,31.1169230769231,4
143,16.855,2
144,33.71,5
145,33.71,4
146,25.2825,3
147,36.7745454545455,4
148,21.6707142857143,3
149,25.2825,3
150,33.71,3
151,33.71,3
152,25.2825,3
153,30.339,3
154,33.71,4
155,36.7745454545455,4
156,33.71,4
157,42.1375,5
158,23.3376923076923,3
159,25.2825,3
160,36.7745454545455,4
161,36.7745454545455,4
162,27.5809090909091,3
163,23.3376923076923,3
164,25.2825,3
165,10.113,1
166,42.1375,5
167,22.4733333333333,2
168,25.2825,3
169,40.452,4
170,23.3376923076923,3
171,38.8961538461538,5
172,30.339,3
173,16.855,2
174,40.452,4
175,31.1169230769231,4
176,27.5809090909091,3
177,36.7745454545455,4
178,40.452,4
179,25.2825,2
180,16.855,2
181,42.1375,5
182,30.339,3
183,33.71,4
184,27.5809090909091,3
185,40.452,4
186,18.3872727272727,2
187,10.113,1
188,8.4275,1
189,16.855,2
190,21.6707142857143,3
191,27.5809090909091,3
192,36.7745454545455,4
193,28.8942857142857,4
194,23.3376923076923,3
195,38.8961538461538,5
196,20.226,2
197,37.92375,3
198,30.339,3
199,45.9681818181818,5
200,30.339,3
201,27.5809090909091,3
202,36.7745454545455,4
203,36.1178571428571,5
204,25.2825,3
205,18.3872727272727,2
206,25.2825,3
207,31.1169230769231,4
208,36.7745454545455,4
209,33.71,4
210,25.2825,3
211,23.3376923076923,3
212,27.5809090909091,3
213,27.5809090909091,3
214,22.4733333333333,2
215,45.9681818181818,5
216,27.5809090909091,3
217,23.3376923076923,3
218,33.71,4
219,15.5584615384615,2
220,18.3872727272727,2
221,25.2825,3
222,25.2825,3
223,50.565,5
224,25.2825,3
225,27.5809090909091,3
226,33.71,4
227,33.71,4
228,20.226,2
229,36.7745454545455,4
230,36.7745454545455,4
231,31.1169230769231,4
232,38.8961538461538,5
233,18.3872727272727,2
234,40.452,4
235,18.3872727272727,2
236,27.5809090909091,3
237,18.3872727272727,2
238,33.71,4
239,20.226,2
240,18.3872727272727,2
241,18.3872727272727,2
242,27.5809090909091,3
243,33.71,4
244,30.339,3
245,50.565,5
246,16.855,2
247,27.5809090909091,3
248,27.5809090909091,3
249,33.71,4
250,36.1178571428571,5
251,25.2825,3
252,23.3376923076923,3
253,27.5809090909091,3
254,33.71,3
255,36.7745454545455,4
256,33.71,4
257,36.7745454545455,4
258,11.2366666666667,1
259,40.452,4
260,15.5584615384615,2
261,25.2825,3
262,33.71,4
263,27.5809090909091,3
264,36.1178571428571,5
265,42.1375,5
266,45.9681818181818,5
267,18.3872727272727,2
268,20.226,2
269,25.2825,3
270,33.71,4
271,22.4733333333333,2
272,28.8942857142857,4
273,44.9466666666667,4
274,20.226,2
275,33.71,4
276,18.3872727272727,2
277,36.1178571428571,5
278,30.339,3
279,30.339,3
280,25.2825,3
281,16.855,2
282,31.1169230769231,4
283,20.226,2
284,21.6707142857143,3
285,25.2825,3
286,31.1169230769231,4
287,11.2366666666667,1
288,36.7745454545455,4
289,28.8942857142857,4
290,27.5809090909091,3
291,23.3376923076923,3
292,27.5809090909091,3
293,33.71,4
294,18.3872727272727,2
295,23.3376923076923,3
296,40.452,4
297,20.226,2
298,27.5809090909091,3
299,33.71,4
300,25.2825,3
301,30.339,3
302,38.8961538461538,5
303,36.7745454545455,4
304,27.5809090909091,3
305,33.71,3
306,27.5809090909091,3
307,33.71,4
308,20.226,2
309,18.3872727272727,2
310,33.71,4
311,36.7745454545455,4
312,38.8961538461538,5
313,16.855,2
314,15.5584615384615,2
315,31.1169230769231,4
316,18.3872727272727,2
317,18.3872727272727,2
318,27.5809090909091,3
319,27.5809090909091,3
320,33.71,4
321,33.71,4
322,36.7745454545455,4
323,31.1169230769231,4
324,27.5809090909091,3
325,30.339,3
326,27.5809090909091,3
327,33.71,3
328,25.2825,3
329,30.339,3
330,25.2825,3
331,31.1169230769231,4
332,25.2825,3
333,27.5809090909091,3
334,18.3872727272727,2
335,9.19363636363636,1
336,36.7745454545455,4
337,33.71,5
338,30.339,3
339,25.2825,3
340,27.5809090909091,3
341,21.6707142857143,3
342,36.7745454545455,4
343,36.7745454545455,4
344,14.4471428571429,2
345,18.3872727272727,2
346,22.4733333333333,2
347,27.5809090909091,3
348,18.3872727272727,2
349,27.5809090909091,3
350,33.71,3
351,18.3872727272727,2
352,45.9681818181818,5
353,25.2825,3
354,21.6707142857143,3
355,9.19363636363636,1
356,40.452,4
357,33.71,4
358,16.855,2
359,30.339,3
360,30.339,3
361,42.1375,5
362,31.1169230769231,4
363,27.5809090909091,3
364,45.9681818181818,5
365,26.968,4
366,33.71,4
367,36.1178571428571,5
368,30.339,3
369,30.339,3
370,33.71,4
371,28.8942857142857,4
372,15.5584615384615,2
373,27.5809090909091,3
374,25.2825,3
375,40.452,4
376,15.5584615384615,2
377,25.2825,3
378,25.2825,3
379,28.8942857142857,4
380,33.71,3
381,25.2825,3
382,20.226,2
383,33.71,4
384,22.4733333333333,2
385,33.71,4
386,18.3872727272727,2
387,33.71,4
388,20.226,3
389,23.3376923076923,3
390,27.5809090909091,3
391,25.2825,3
392,30.339,3
393,25.2825,3
394,16.855,2
395,50.565,5
396,16.855,2
397,30.339,3
398,15.5584615384615,2
399,31.1169230769231,4
400,23.3376923076923,3
401,30.339,3
402,42.1375,5
403,36.1178571428571,5
404,23.3376923076923,3
405,27.5809090909091,3
406,36.7745454545455,4
407,31.1169230769231,4
408,23.3376923076923,3
409,38.8961538461538,5
410,33.71,5
411,36.7745454545455,4
412,30.339,3
413,30.339,3
414,33.71,4
415,18.3872727272727,2
416,36.7745454545455,4
417,36.7745454545455,4
418,15.5584615384615,2
419,33.71,4
420,36.7745454545455,4
421,27.5809090909091,3
422,22.4733333333333,2
423,23.3376923076923,3
424,26.968,4
425,31.1169230769231,4
426,30.339,3
427,25.2825,3
428,23.3376923076923,3
429,50.565,5
430,27.5809090909091,3
431,27.5809090909091,3
432,21.6707142857143,3
433,25.2825,3
434,31.1169230769231,4
435,27.5809090909091,3
436,22.4733333333333,2
437,33.71,4
438,33.71,3
439,36.7745454545455,4
440,25.2825,3
441,23.3376923076923,3
442,27.5809090909091,3
443,30.339,3
444,22.4733333333333,2
445,25.2825,3
446,15.5584615384615,2
447,30.339,3
448,33.71,5
449,27.5809090909091,3
450,28.8942857142857,4
451,33.71,3
452,33.71,4
453,23.3376923076923,3
454,40.452,4
455,36.7745454545455,4
456,25.2825,3
457,25.2825,3
458,33.71,4
459,40.452,4
460,33.71,4
461,18.3872727272727,2
462,25.2825,3
463,38.8961538461538,5
464,33.71,3
465,25.2825,3
466,45.9681818181818,5
467,20.226,2
468,36.7745454545455,4
469,26.968,4
470,28.8942857142857,4
471,9.19363636363636,1
472,21.6707142857143,3
473,28.8942857142857,4
474,15.5584615384615,2
475,20.226,2
476,18.3872727272727,2
477,9.19363636363636,1
478,27.5809090909091,3
479,28.8942857142857,4
480,27.5809090909091,3
481,27.5809090909091,3
482,36.1178571428571,5
483,33.71,4
484,23.3376923076923,3
485,33.71,3
486,23.3376923076923,3
487,25.2825,3
488,33.71,4
489,16.855,2
490,45.9681818181818,5
491,27.5809090909091,3
492,10.113,1
493,23.3376923076923,3
494,20.226,2
495,23.3376923076923,3
496,23.3376923076923,3
497,25.2825,3
498,33.71,4
499,18.3872727272727,2
500,36.7745454545455,4
501,27.5809090909091,3
502,40.452,4
503,36.7745454545455,4
504,36.7745454545455,4
505,36.7745454545455,4
506,42.1375,5
507,33.71,4
508,33.71,4
509,30.339,3
510,33.71,3
511,8.4275,1
512,40.452,4
513,33.71,4
514,33.71,4
515,25.2825,3
516,23.3376923076923,3
517,37.92375,3
518,18.3872727272727,2
519,23.3376923076923,3
520,20.226,2
521,50.565,5
522,36.7745454545455,4
523,27.5809090909091,3
524,16.855,2
525,25.2825,3
526,50.565,4
527,18.3872727272727,2
528,42.1375,5
529,23.3376923076923,3
530,36.1178571428571,5
531,25.2825,3
532,36.7745454545455,4
533,33.71,4
534,31.1169230769231,4
535,31.1169230769231,4
536,27.5809090909091,3
537,45.9681818181818,5
538,30.339,3
539,8.4275,1
540,31.1169230769231,4
541,16.855,2
542,33.71,4
543,20.226,2
544,27.5809090909091,3
545,25.2825,3
546,31.1169230769231,4
547,33.71,4
548,36.7745454545455,4
549,21.6707142857143,3
550,28.8942857142857,4
551,25.2825,3
552,27.5809090909091,3
553,25.2825,3
554,20.226,2
555,27.5809090909091,3
556,25.2825,3
557,36.1178571428571,5
558,36.7745454545455,4
559,8.4275,1
560,9.19363636363636,1
561,31.1169230769231,4
562,45.9681818181818,5
563,16.855,2
564,42.1375,5
565,36.7745454545455,4
566,36.7745454545455,4
567,18.3872727272727,2
568,33.71,4
569,27.5809090909091,3
570,16.855,2
571,33.71,4
572,27.5809090909091,3
573,33.71,3
574,33.71,4
575,31.1169230769231,4
576,28.8942857142857,4
577,30.339,3
578,45.9681818181818,5
579,31.1169230769231,4
580,20.226,2
581,28.8942857142857,4
582,36.7745454545455,4
583,28.8942857142857,4
584,25.2825,3
585,27.5809090909091,3
586,40.452,4
587,31.1169230769231,4
588,36.7745454545455,4
589,33.71,4
590,31.1169230769231,4
591,36.7745454545455,4
592,36.7745454545455,4
593,25.2825,3
594,30.339,3
595,27.5809090909091,3
596,23.3376923076923,3
597,8.4275,1
598,40.452,4
599,11.2366666666667,1
600,36.7745454545455,4
601,33.71,4
602,27.5809090909091,3
603,33.71,4
604,36.7745454545455,4
605,25.2825,3
606,31.1169230769231,4
607,31.1169230769231,4
608,22.4733333333333,2
609,23.3376923076923,3
610,30.339,3
611,27.5809090909091,3
612,27.5809090909091,3
613,36.7745454545455,4
614,27.5809090909091,3
615,20.226,2
616,23.3376923076923,3
617,33.71,4
618,27.5809090909091,3
619,23.3376923076923,3
620,18.3872727272727,2
621,22.4733333333333,2
622,10.113,1
623,27.5809090909091,3
624,16.855,2
625,31.1169230769231,4
626,31.1169230769231,4
627,27.5809090909091,3
628,28.8942857142857,4
629,23.3376923076923,3
630,25.2825,3
631,15.5584615384615,2
632,23.3376923076923,3
633,16.855,2
634,25.2825,3
635,20.226,2
636,36.7745454545455,4
637,40.452,4
638,25.2825,3
639,16.855,2
640,20.226,2
641,33.71,4
642,42.1375,5
643,10.113,1
644,45.9681818181818,5
645,16.855,2
646,36.7745454545455,4
647,10.113,1
648,31.1169230769231,4
649,25.2825,3
650,27.5809090909091,3
651,38.8961538461538,5
652,40.452,4
653,21.6707142857143,3
654,8.4275,1
655,30.339,3
656,36.7745454545455,4
657,30.339,3
658,38.8961538461538,5
659,27.5809090909091,3
660,23.3376923076923,3
661,27.5809090909091,3
662,26.968,4
663,16.855,2
664,42.1375,5
665,27.5809090909091,3
666,20.226,2
667,21.6707142857143,3
668,28.8942857142857,4
669,20.226,2
670,21.6707142857143,3
671,16.855,2
672,36.7745454545455,4
673,27.5809090909091,3
674,33.71,4
675,36.1178571428571,5
676,27.5809090909091,3
677,36.7745454545455,4
678,20.226,2
679,25.2825,3
680,27.5809090909091,3
681,27.5809090909091,3
682,25.2825,3
683,18.3872727272727,2
684,31.1169230769231,4
685,31.1169230769231,4
686,25.2825,3
687,28.8942857142857,4
688,27.5809090909091,3
689,31.1169230769231,4
690,20.226,2
691,45.9681818181818,5
692,36.7745454545455,4
693,10.113,1
694,28.8942857142857,4
695,33.71,3
696,18.3872727272727,2
697,25.2825,3
698,18.3872727272727,2
699,22.4733333333333,2
700,18.3872727272727,2
701,36.1178571428571,5
702,33.71,4
703,33.71,4
704,36.7745454545455,4
705,20.226,2
706,38.8961538461538,5
707,25.2825,3
708,27.5809090909091,3
709,27.5809090909091,3
710,15.5584615384615,2
711,20.226,2
712,27.5809090909091,3
713,9.19363636363636,1
714,23.3376923076923,3
715,21.6707142857143,3
716,38.8961538461538,5
717,9.19363636363636,1
718,27.5809090909091,3
719,38.8961538461538,5
720,16.855,2
721,33.71,3
722,33.71,4
723,30.339,3
724,23.3376923076923,3
725,36.7745454545455,4
726,30.339,3
727,44.9466666666667,4
728,18.3872727272727,2
729,27.5809090909091,3
730,45.9681818181818,5
731,25.2825,3
732,25.2825,3
733,22.4733333333333,2
734,27.5809090909091,3
735,25.2825,2
736,20.226,2
737,31.1169230769231,4
738,45.9681818181818,5
739,25.2825,3
740,42.1375,5
741,50.565,5
742,16.855,2
743,27.5809090909091,3
744,30.339,3
745,27.5809090909091,3
746,30.339,3
747,20.226,2
748,27.5809090909091,3
749,42.1375,5
750,25.2825,3
751,25.2825,3
752,9.19363636363636,1
753,16.855,2
754,36.7745454545455,4
755,36.7745454545455,4
756,16.855,2
757,25.2825,3
758,16.855,2
759,16.855,2
760,36.7745454545455,4
761,33.71,4
762,27.5809090909091,3
763,27.5809090909091,3
764,18.3872727272727,2
765,30.339,3
766,22.4733333333333,2
767,31.1169230769231,4
768,18.3872727272727,2
769,36.7745454545455,4
770,18.3872727272727,2
771,18.3872727272727,2
772,28.8942857142857,4
773,38.8961538461538,5
774,33.71,3
775,31.1169230769231,4
776,27.5809090909091,3
777,33.71,3
778,8.4275,1
779,33.71,4
780,31.1169230769231,4
781,45.9681818181818,5
782,21.6707142857143,3
783,28.8942857142857,4
784,23.3376923076923,3
785,7.77923076923077,1
786,45.9681818181818,5
787,21.6707142857143,3
788,25.2825,3
789,31.1169230769231,4
790,27.5809090909091,3
791,15.5584615384615,2
792,23.3376923076923,3
793,15.5584615384615,2
794,16.855,2
795,45.9681818181818,5
796,25.2825,3
797,33.71,4
798,27.5809090909091,3
799,16.855,2
800,27.5809090909091,3
801,36.7745454545455,4
802,25.2825,3
803,33.71,5
804,36.1178571428571,5
805,33.71,4
806,25.2825,3
807,22.4733333333333,2
808,36.7745454545455,4
809,23.3376923076923,3
810,31.1169230769231,4
811,45.9681818181818,5
812,50.565,5
813,22.4733333333333,2
814,18.3872727272727,2
815,45.9681818181818,5
816,18.3872727272727,2
817,33.71,4
818,40.452,4
819,18.3872727272727,2
820,36.7745454545455,4
821,16.855,2
822,31.1169230769231,4
823,33.71,3
824,36.7745454545455,4
825,33.71,3
826,36.7745454545455,4
827,18.3872727272727,2
828,27.5809090909091,3
829,36.7745454545455,4
830,36.7745454545455,4
831,23.3376923076923,3
832,23.3376923076923,3
833,31.1169230769231,4
834,21.6707142857143,3
835,36.7745454545455,4
836,36.7745454545455,4
837,25.2825,3
838,42.1375,5
839,25.2825,3
840,33.71,4
841,20.226,2
842,31.1169230769231,4
843,33.71,4
844,16.855,2
845,30.339,3
846,27.5809090909091,3
847,37.92375,3
848,11.2366666666667,1
849,10.113,1
850,28.8942857142857,4
851,42.1375,5
852,15.5584615384615,2
853,27.5809090909091,3
854,38.8961538461538,5
855,25.2825,2
856,18.3872727272727,2
857,20.226,2
858,25.2825,3
859,25.2825,3
860,16.855,2
861,31.1169230769231,4
862,25.2825,3
863,23.3376923076923,3
864,42.1375,5
865,23.3376923076923,3
866,27.5809090909091,3
867,16.855,2
868,23.3376923076923,3
869,25.2825,3
870,18.3872727272727,2
871,25.2825,3
872,23.3376923076923,3
873,30.339,3
874,36.7745454545455,4
875,21.6707142857143,3
876,18.3872727272727,2
877,36.7745454545455,4
878,33.71,3
879,20.226,2
880,40.452,4
881,20.226,2
882,36.7745454545455,4
883,33.71,4
884,20.226,2
885,23.3376923076923,3
886,30.339,3
887,33.71,3
888,33.71,4
889,45.9681818181818,5
890,20.226,2
891,25.2825,3
892,36.7745454545455,4
893,31.1169230769231,4
894,31.1169230769231,4
895,23.3376923076923,3
896,25.2825,3
897,27.5809090909091,3
898,27.5809090909091,3
899,31.1169230769231,4
900,10.113,1
901,16.855,2
902,45.9681818181818,5
903,25.2825,3
904,40.452,4
905,36.7745454545455,4
906,30.339,3
907,23.3376923076923,3
908,16.855,2
909,50.565,5
910,23.3376923076923,3
911,27.5809090909091,3
912,18.3872727272727,2
913,18.3872727272727,2
914,37.92375,3
915,23.3376923076923,3
916,20.226,2
917,40.452,4
918,25.2825,3
919,33.71,3
920,10.113,1
921,33.71,4
922,37.92375,3
923,33.71,5
924,25.2825,3
925,36.7745454545455,4
926,36.7745454545455,4
927,36.7745454545455,4
928,33.71,3
929,23.3376923076923,3
930,23.3376923076923,3
931,8.4275,1
932,33.71,4
933,23.3376923076923,3
934,40.452,4
935,23.3376923076923,3
936,9.19363636363636,1
937,36.7745454545455,4
938,36.7745454545455,4
939,40.452,4
940,27.5809090909091,3
941,27.5809090909091,3
942,33.71,4
943,36.7745454545455,4
944,36.7745454545455,4
945,42.1375,5
946,20.226,2
947,26.968,4
948,28.8942857142857,4
949,38.8961538461538,5
950,25.2825,3
951,27.5809090909091,3
952,40.452,4
953,20.226,2
954,33.71,4
955,27.5809090909091,3
956,36.1178571428571,5
957,25.2825,3
958,36.7745454545455,4
959,33.71,4
960,20.226,2
961,25.2825,3
962,16.855,2
963,12.64125,1
964,18.3872727272727,2
965,27.5809090909091,3
966,28.8942857142857,4
967,30.339,3
968,25.2825,3
969,25.2825,2
970,18.3872727272727,2
971,36.7745454545455,4
972,30.339,3
973,38.8961538461538,5
974,40.452,4
975,25.2825,3
976,40.452,4
977,33.71,4
978,42.1375,5
979,21.6707142857143,3
980,16.855,2
981,27.5809090909091,3
982,36.7745454545455,4
983,33.71,4
984,36.1178571428571,5
985,25.2825,3
986,20.226,2
987,31.1169230769231,4
988,16.855,2
989,20.226,2
990,27.5809090909091,3
991,36.1178571428571,5
992,31.1169230769231,4
993,33.71,4
994,33.71,4
995,31.1169230769231,4
996,33.71,4
997,31.1169230769231,4
998,16.855,2
999,25.2825,3
1000,33.71,4
