boot_iter,n_unique_anchors,hits,fold
1,11,4,36.7745454545455
2,11,6,55.1618181818182
3,12,7,58.9925
4,12,4,33.71
5,15,5,33.71
6,11,5,45.9681818181818
7,10,4,40.452
8,9,2,22.4733333333333
9,13,6,46.6753846153846
10,11,5,45.9681818181818
11,13,4,31.1169230769231
12,14,5,36.1178571428571
13,12,4,33.71
14,12,5,42.1375
15,13,5,38.8961538461538
16,12,4,33.71
17,11,7,64.3554545454546
18,14,5,36.1178571428571
19,12,4,33.71
20,11,5,45.9681818181818
21,11,6,55.1618181818182
22,13,5,38.8961538461538
23,11,4,36.7745454545455
24,13,5,38.8961538461538
25,12,6,50.565
26,11,6,55.1618181818182
27,11,4,36.7745454545455
28,11,4,36.7745454545455
29,12,5,42.1375
30,11,5,45.9681818181818
31,12,5,42.1375
32,12,5,42.1375
33,11,3,27.5809090909091
34,9,3,33.71
35,11,6,55.1618181818182
36,11,4,36.7745454545455
37,13,7,54.4546153846154
38,11,6,55.1618181818182
39,13,7,54.4546153846154
40,14,6,43.3414285714286
41,14,6,43.3414285714286
42,11,5,45.9681818181818
43,13,3,23.3376923076923
44,11,7,64.3554545454546
45,13,5,38.8961538461538
46,10,5,50.565
47,11,6,55.1618181818182
48,10,5,50.565
49,11,3,27.5809090909091
50,14,6,43.3414285714286
51,9,5,56.1833333333333
52,12,3,25.2825
53,11,4,36.7745454545455
54,13,5,38.8961538461538
55,10,3,30.339
56,13,4,31.1169230769231
57,9,5,56.1833333333333
58,10,4,40.452
59,11,2,18.3872727272727
60,13,6,46.6753846153846
61,11,5,45.9681818181818
62,13,3,23.3376923076923
63,10,2,20.226
64,12,5,42.1375
65,9,2,22.4733333333333
66,10,3,30.339
67,12,5,42.1375
68,11,5,45.9681818181818
69,13,6,46.6753846153846
70,11,5,45.9681818181818
71,13,6,46.6753846153846
72,10,4,40.452
73,12,6,50.565
74,13,5,38.8961538461538
75,9,2,22.4733333333333
76,13,6,46.6753846153846
77,13,5,38.8961538461538
78,10,4,40.452
79,9,2,22.4733333333333
80,9,3,33.71
81,12,5,42.1375
82,9,4,44.9466666666667
83,13,6,46.6753846153846
84,11,7,64.3554545454546
85,11,1,9.19363636363636
86,12,5,42.1375
87,11,3,27.5809090909091
88,10,5,50.565
89,12,6,50.565
90,10,3,30.339
91,12,6,50.565
92,12,6,50.565
93,11,4,36.7745454545455
94,10,3,30.339
95,14,4,28.8942857142857
96,10,3,30.339
97,12,4,33.71
98,13,5,38.8961538461538
99,9,4,44.9466666666667
100,12,4,33.71
101,11,5,45.9681818181818
102,13,6,46.6753846153846
103,11,5,45.9681818181818
104,13,3,23.3376923076923
105,13,5,38.8961538461538
106,12,3,25.2825
107,10,3,30.339
108,9,2,22.4733333333333
109,14,6,43.3414285714286
110,11,5,45.9681818181818
111,13,3,23.3376923076923
112,14,4,28.8942857142857
113,12,5,42.1375
114,13,5,38.8961538461538
115,14,6,43.3414285714286
116,11,4,36.7745454545455
117,11,5,45.9681818181818
118,11,4,36.7745454545455
119,12,5,42.1375
120,9,4,44.9466666666667
121,15,5,33.71
122,11,5,45.9681818181818
123,11,4,36.7745454545455
124,12,3,25.2825
125,12,4,33.71
126,11,5,45.9681818181818
127,12,4,33.71
128,12,6,50.565
129,10,3,30.339
130,14,4,28.8942857142857
131,12,5,42.1375
132,13,6,46.6753846153846
133,11,2,18.3872727272727
134,11,4,36.7745454545455
135,13,6,46.6753846153846
136,11,5,45.9681818181818
137,10,4,40.452
138,10,3,30.339
139,10,4,40.452
140,12,4,33.71
141,10,2,20.226
142,13,5,38.8961538461538
143,12,3,25.2825
144,15,7,47.194
145,12,6,50.565
146,12,4,33.71
147,11,5,45.9681818181818
148,14,5,36.1178571428571
149,12,5,42.1375
150,9,3,33.71
151,9,3,33.71
152,12,5,42.1375
153,10,4,40.452
154,12,6,50.565
155,11,6,55.1618181818182
156,12,6,50.565
157,12,7,58.9925
158,13,5,38.8961538461538
159,12,5,42.1375
160,11,5,45.9681818181818
161,11,4,36.7745454545455
162,11,4,36.7745454545455
163,13,4,31.1169230769231
164,12,4,33.71
165,10,3,30.339
166,12,7,58.9925
167,9,3,33.71
168,12,4,33.71
169,10,4,40.452
170,13,5,38.8961538461538
171,13,5,38.8961538461538
172,10,4,40.452
173,12,2,16.855
174,10,5,50.565
175,13,6,46.6753846153846
176,11,3,27.5809090909091
177,11,6,55.1618181818182
178,10,5,50.565
179,8,4,50.565
180,12,3,25.2825
181,12,6,50.565
182,10,5,50.565
183,12,5,42.1375
184,11,4,36.7745454545455
185,10,5,50.565
186,11,4,36.7745454545455
187,10,2,20.226
188,12,2,16.855
189,12,3,25.2825
190,14,5,36.1178571428571
191,11,5,45.9681818181818
192,11,4,36.7745454545455
193,14,5,36.1178571428571
194,13,4,31.1169230769231
195,13,6,46.6753846153846
196,10,4,40.452
197,8,3,37.92375
198,10,5,50.565
199,11,6,55.1618181818182
200,10,4,40.452
201,11,4,36.7745454545455
202,11,5,45.9681818181818
203,14,6,43.3414285714286
204,12,5,42.1375
205,11,3,27.5809090909091
206,12,4,33.71
207,13,6,46.6753846153846
208,11,4,36.7745454545455
209,12,5,42.1375
210,12,4,33.71
211,13,5,38.8961538461538
212,11,4,36.7745454545455
213,11,4,36.7745454545455
214,9,3,33.71
215,11,6,55.1618181818182
216,11,4,36.7745454545455
217,13,5,38.8961538461538
218,12,5,42.1375
219,13,3,23.3376923076923
220,11,4,36.7745454545455
221,12,4,33.71
222,12,5,42.1375
223,10,6,60.678
224,12,5,42.1375
225,11,5,45.9681818181818
226,12,5,42.1375
227,12,4,33.71
228,10,3,30.339
229,11,4,36.7745454545455
230,11,6,55.1618181818182
231,13,6,46.6753846153846
232,13,7,54.4546153846154
233,11,3,27.5809090909091
234,10,5,50.565
235,11,4,36.7745454545455
236,11,4,36.7745454545455
237,11,3,27.5809090909091
238,12,6,50.565
239,10,3,30.339
240,11,4,36.7745454545455
241,11,3,27.5809090909091
242,11,4,36.7745454545455
243,12,6,50.565
244,10,4,40.452
245,10,6,60.678
246,12,3,25.2825
247,11,4,36.7745454545455
248,11,4,36.7745454545455
249,12,4,33.71
250,14,6,43.3414285714286
251,12,4,33.71
252,13,5,38.8961538461538
253,11,4,36.7745454545455
254,9,4,44.9466666666667
255,11,5,45.9681818181818
256,12,6,50.565
257,11,5,45.9681818181818
258,9,3,33.71
259,10,4,40.452
260,13,3,23.3376923076923
261,12,4,33.71
262,12,6,50.565
263,11,4,36.7745454545455
264,14,6,43.3414285714286
265,12,5,42.1375
266,11,5,45.9681818181818
267,11,4,36.7745454545455
268,10,3,30.339
269,12,5,42.1375
270,12,6,50.565
271,9,4,44.9466666666667
272,14,5,36.1178571428571
273,9,5,56.1833333333333
274,10,3,30.339
275,12,5,42.1375
276,11,3,27.5809090909091
277,14,7,50.565
278,10,4,40.452
279,10,4,40.452
280,12,4,33.71
281,12,3,25.2825
282,13,5,38.8961538461538
283,10,3,30.339
284,14,5,36.1178571428571
285,12,4,33.71
286,13,6,46.6753846153846
287,9,3,33.71
288,11,5,45.9681818181818
289,14,6,43.3414285714286
290,11,5,45.9681818181818
291,13,4,31.1169230769231
292,11,5,45.9681818181818
293,12,5,42.1375
294,11,4,36.7745454545455
295,13,5,38.8961538461538
296,10,5,50.565
297,10,4,40.452
298,11,5,45.9681818181818
299,12,5,42.1375
300,12,5,42.1375
301,10,4,40.452
302,13,6,46.6753846153846
303,11,5,45.9681818181818
304,11,5,45.9681818181818
305,9,4,44.9466666666667
306,11,4,36.7745454545455
307,12,5,42.1375
308,10,4,40.452
309,11,4,36.7745454545455
310,12,5,42.1375
311,11,5,45.9681818181818
312,13,6,46.6753846153846
313,12,4,33.71
314,13,4,31.1169230769231
315,13,5,38.8961538461538
316,11,4,36.7745454545455
317,11,3,27.5809090909091
318,11,3,27.5809090909091
319,11,3,27.5809090909091
320,12,5,42.1375
321,12,6,50.565
322,11,5,45.9681818181818
323,13,5,38.8961538461538
324,11,4,36.7745454545455
325,10,3,30.339
326,11,4,36.7745454545455
327,9,5,56.1833333333333
328,12,5,42.1375
329,10,4,40.452
330,12,4,33.71
331,13,5,38.8961538461538
332,12,5,42.1375
333,11,4,36.7745454545455
334,11,3,27.5809090909091
335,11,3,27.5809090909091
336,11,4,36.7745454545455
337,15,6,40.452
338,10,4,40.452
339,12,5,42.1375
340,11,5,45.9681818181818
341,14,5,36.1178571428571
342,11,4,36.7745454545455
343,11,5,45.9681818181818
344,14,4,28.8942857142857
345,11,4,36.7745454545455
346,9,3,33.71
347,11,5,45.9681818181818
348,11,3,27.5809090909091
349,11,4,36.7745454545455
350,9,5,56.1833333333333
351,11,3,27.5809090909091
352,11,6,55.1618181818182
353,12,4,33.71
354,14,5,36.1178571428571
355,11,1,9.19363636363636
356,10,4,40.452
357,12,4,33.71
358,12,3,25.2825
359,10,5,50.565
360,10,3,30.339
361,12,6,50.565
362,13,6,46.6753846153846
363,11,4,36.7745454545455
364,11,7,64.3554545454546
365,15,6,40.452
366,12,6,50.565
367,14,7,50.565
368,10,4,40.452
369,10,4,40.452
370,12,6,50.565
371,14,6,43.3414285714286
372,13,4,31.1169230769231
373,11,3,27.5809090909091
374,12,4,33.71
375,10,5,50.565
376,13,4,31.1169230769231
377,12,5,42.1375
378,12,4,33.71
379,14,6,43.3414285714286
380,9,3,33.71
381,12,4,33.71
382,10,3,30.339
383,12,5,42.1375
384,9,3,33.71
385,12,4,33.71
386,11,3,27.5809090909091
387,12,5,42.1375
388,15,5,33.71
389,13,5,38.8961538461538
390,11,4,36.7745454545455
391,12,4,33.71
392,10,5,50.565
393,12,5,42.1375
394,12,4,33.71
395,10,5,50.565
396,12,4,33.71
397,10,4,40.452
398,13,4,31.1169230769231
399,13,5,38.8961538461538
400,13,4,31.1169230769231
401,10,4,40.452
402,12,5,42.1375
403,14,5,36.1178571428571
404,13,5,38.8961538461538
405,11,3,27.5809090909091
406,11,5,45.9681818181818
407,13,6,46.6753846153846
408,13,4,31.1169230769231
409,13,6,46.6753846153846
410,15,6,40.452
411,11,5,45.9681818181818
412,10,4,40.452
413,10,4,40.452
414,12,5,42.1375
415,11,3,27.5809090909091
416,11,5,45.9681818181818
417,11,6,55.1618181818182
418,13,3,23.3376923076923
419,12,6,50.565
420,11,6,55.1618181818182
421,11,4,36.7745454545455
422,9,4,44.9466666666667
423,13,4,31.1169230769231
424,15,6,40.452
425,13,6,46.6753846153846
426,10,4,40.452
427,12,3,25.2825
428,13,4,31.1169230769231
429,10,7,70.791
430,11,5,45.9681818181818
431,11,4,36.7745454545455
432,14,5,36.1178571428571
433,12,5,42.1375
434,13,5,38.8961538461538
435,11,5,45.9681818181818
436,9,4,44.9466666666667
437,12,5,42.1375
438,9,4,44.9466666666667
439,11,6,55.1618181818182
440,12,4,33.71
441,13,5,38.8961538461538
442,11,3,27.5809090909091
443,10,4,40.452
444,9,3,33.71
445,12,4,33.71
446,13,3,23.3376923076923
447,10,4,40.452
448,15,6,40.452
449,11,4,36.7745454545455
450,14,6,43.3414285714286
451,9,5,56.1833333333333
452,12,6,50.565
453,13,5,38.8961538461538
454,10,4,40.452
455,11,6,55.1618181818182
456,12,4,33.71
457,12,5,42.1375
458,12,5,42.1375
459,10,4,40.452
460,12,5,42.1375
461,11,4,36.7745454545455
462,12,4,33.71
463,13,6,46.6753846153846
464,9,4,44.9466666666667
465,12,5,42.1375
466,11,6,55.1618181818182
467,10,3,30.339
468,11,5,45.9681818181818
469,15,5,33.71
470,14,5,36.1178571428571
471,11,2,18.3872727272727
472,14,5,36.1178571428571
473,14,6,43.3414285714286
474,13,4,31.1169230769231
475,10,2,20.226
476,11,3,27.5809090909091
477,11,2,18.3872727272727
478,11,5,45.9681818181818
479,14,5,36.1178571428571
480,11,5,45.9681818181818
481,11,4,36.7745454545455
482,14,5,36.1178571428571
483,12,6,50.565
484,13,4,31.1169230769231
485,9,4,44.9466666666667
486,13,5,38.8961538461538
487,12,5,42.1375
488,12,5,42.1375
489,12,3,25.2825
490,11,5,45.9681818181818
491,11,5,45.9681818181818
492,10,2,20.226
493,13,4,31.1169230769231
494,10,2,20.226
495,13,5,38.8961538461538
496,13,4,31.1169230769231
497,12,5,42.1375
498,12,4,33.71
499,11,3,27.5809090909091
500,11,6,55.1618181818182
501,11,4,36.7745454545455
502,10,6,60.678
503,11,5,45.9681818181818
504,11,5,45.9681818181818
505,11,5,45.9681818181818
506,12,6,50.565
507,12,6,50.565
508,12,4,33.71
509,10,4,40.452
510,9,3,33.71
511,12,2,16.855
512,10,4,40.452
513,12,6,50.565
514,12,6,50.565
515,12,4,33.71
516,13,4,31.1169230769231
517,8,4,50.565
518,11,4,36.7745454545455
519,13,5,38.8961538461538
520,10,4,40.452
521,10,5,50.565
522,11,4,36.7745454545455
523,11,5,45.9681818181818
524,12,3,25.2825
525,12,4,33.71
526,8,5,63.20625
527,11,2,18.3872727272727
528,12,7,58.9925
529,13,5,38.8961538461538
530,14,6,43.3414285714286
531,12,5,42.1375
532,11,4,36.7745454545455
533,12,5,42.1375
534,13,6,46.6753846153846
535,13,6,46.6753846153846
536,11,4,36.7745454545455
537,11,7,64.3554545454546
538,10,3,30.339
539,12,2,16.855
540,13,6,46.6753846153846
541,12,3,25.2825
542,12,6,50.565
543,10,3,30.339
544,11,5,45.9681818181818
545,12,4,33.71
546,13,4,31.1169230769231
547,12,6,50.565
548,11,6,55.1618181818182
549,14,5,36.1178571428571
550,14,6,43.3414285714286
551,12,4,33.71
552,11,4,36.7745454545455
553,12,4,33.71
554,10,4,40.452
555,11,5,45.9681818181818
556,12,4,33.71
557,14,5,36.1178571428571
558,11,6,55.1618181818182
559,12,3,25.2825
560,11,2,18.3872727272727
561,13,6,46.6753846153846
562,11,6,55.1618181818182
563,12,3,25.2825
564,12,6,50.565
565,11,5,45.9681818181818
566,11,5,45.9681818181818
567,11,4,36.7745454545455
568,12,6,50.565
569,11,5,45.9681818181818
570,12,3,25.2825
571,12,5,42.1375
572,11,4,36.7745454545455
573,9,4,44.9466666666667
574,12,4,33.71
575,13,6,46.6753846153846
576,14,5,36.1178571428571
577,10,3,30.339
578,11,7,64.3554545454546
579,13,6,46.6753846153846
580,10,4,40.452
581,14,5,36.1178571428571
582,11,6,55.1618181818182
583,14,6,43.3414285714286
584,12,5,42.1375
585,11,4,36.7745454545455
586,10,4,40.452
587,13,6,46.6753846153846
588,11,5,45.9681818181818
589,12,6,50.565
590,13,6,46.6753846153846
591,11,6,55.1618181818182
592,11,5,45.9681818181818
593,12,5,42.1375
594,10,5,50.565
595,11,5,45.9681818181818
596,13,4,31.1169230769231
597,12,3,25.2825
598,10,4,40.452
599,9,2,22.4733333333333
600,11,4,36.7745454545455
601,12,6,50.565
602,11,4,36.7745454545455
603,12,5,42.1375
604,11,5,45.9681818181818
605,12,4,33.71
606,13,5,38.8961538461538
607,13,5,38.8961538461538
608,9,3,33.71
609,13,4,31.1169230769231
610,10,5,50.565
611,11,4,36.7745454545455
612,11,4,36.7745454545455
613,11,5,45.9681818181818
614,11,5,45.9681818181818
615,10,4,40.452
616,13,5,38.8961538461538
617,12,5,42.1375
618,11,4,36.7745454545455
619,13,5,38.8961538461538
620,11,3,27.5809090909091
621,9,3,33.71
622,10,3,30.339
623,11,5,45.9681818181818
624,12,2,16.855
625,13,6,46.6753846153846
626,13,5,38.8961538461538
627,11,4,36.7745454545455
628,14,6,43.3414285714286
629,13,5,38.8961538461538
630,12,4,33.71
631,13,4,31.1169230769231
632,13,5,38.8961538461538
633,12,4,33.71
634,12,5,42.1375
635,10,3,30.339
636,11,5,45.9681818181818
637,10,5,50.565
638,12,4,33.71
639,12,4,33.71
640,10,4,40.452
641,12,5,42.1375
642,12,7,58.9925
643,10,2,20.226
644,11,6,55.1618181818182
645,12,4,33.71
646,11,6,55.1618181818182
647,10,2,20.226
648,13,6,46.6753846153846
649,12,5,42.1375
650,11,5,45.9681818181818
651,13,6,46.6753846153846
652,10,4,40.452
653,14,5,36.1178571428571
654,12,3,25.2825
655,10,4,40.452
656,11,6,55.1618181818182
657,10,4,40.452
658,13,6,46.6753846153846
659,11,4,36.7745454545455
660,13,5,38.8961538461538
661,11,5,45.9681818181818
662,15,5,33.71
663,12,4,33.71
664,12,7,58.9925
665,11,4,36.7745454545455
666,10,3,30.339
667,14,5,36.1178571428571
668,14,6,43.3414285714286
669,10,4,40.452
670,14,5,36.1178571428571
671,12,3,25.2825
672,11,4,36.7745454545455
673,11,5,45.9681818181818
674,12,4,33.71
675,14,7,50.565
676,11,5,45.9681818181818
677,11,4,36.7745454545455
678,10,4,40.452
679,12,4,33.71
680,11,5,45.9681818181818
681,11,5,45.9681818181818
682,12,5,42.1375
683,11,3,27.5809090909091
684,13,6,46.6753846153846
685,13,5,38.8961538461538
686,12,5,42.1375
687,14,6,43.3414285714286
688,11,5,45.9681818181818
689,13,6,46.6753846153846
690,10,3,30.339
691,11,5,45.9681818181818
692,11,5,45.9681818181818
693,10,3,30.339
694,14,6,43.3414285714286
695,9,5,56.1833333333333
696,11,4,36.7745454545455
697,12,5,42.1375
698,11,3,27.5809090909091
699,9,4,44.9466666666667
700,11,3,27.5809090909091
701,14,6,43.3414285714286
702,12,6,50.565
703,12,6,50.565
704,11,5,45.9681818181818
705,10,4,40.452
706,13,6,46.6753846153846
707,12,4,33.71
708,11,5,45.9681818181818
709,11,5,45.9681818181818
710,13,4,31.1169230769231
711,10,4,40.452
712,11,4,36.7745454545455
713,11,3,27.5809090909091
714,13,5,38.8961538461538
715,14,5,36.1178571428571
716,13,6,46.6753846153846
717,11,2,18.3872727272727
718,11,4,36.7745454545455
719,13,6,46.6753846153846
720,12,4,33.71
721,9,4,44.9466666666667
722,12,5,42.1375
723,10,3,30.339
724,13,5,38.8961538461538
725,11,6,55.1618181818182
726,10,3,30.339
727,9,4,44.9466666666667
728,11,3,27.5809090909091
729,11,5,45.9681818181818
730,11,6,55.1618181818182
731,12,4,33.71
732,12,4,33.71
733,9,3,33.71
734,11,5,45.9681818181818
735,8,3,37.92375
736,10,4,40.452
737,13,4,31.1169230769231
738,11,7,64.3554545454546
739,12,4,33.71
740,12,6,50.565
741,10,6,60.678
742,12,3,25.2825
743,11,4,36.7745454545455
744,10,5,50.565
745,11,5,45.9681818181818
746,10,3,30.339
747,10,4,40.452
748,11,3,27.5809090909091
749,12,6,50.565
750,12,3,25.2825
751,12,5,42.1375
752,11,2,18.3872727272727
753,12,4,33.71
754,11,6,55.1618181818182
755,11,4,36.7745454545455
756,12,3,25.2825
757,12,4,33.71
758,12,3,25.2825
759,12,3,25.2825
760,11,4,36.7745454545455
761,12,6,50.565
762,11,5,45.9681818181818
763,11,4,36.7745454545455
764,11,3,27.5809090909091
765,10,4,40.452
766,9,3,33.71
767,13,6,46.6753846153846
768,11,3,27.5809090909091
769,11,6,55.1618181818182
770,11,2,18.3872727272727
771,11,3,27.5809090909091
772,14,6,43.3414285714286
773,13,6,46.6753846153846
774,9,4,44.9466666666667
775,13,6,46.6753846153846
776,11,4,36.7745454545455
777,9,4,44.9466666666667
778,12,3,25.2825
779,12,6,50.565
780,13,5,38.8961538461538
781,11,6,55.1618181818182
782,14,5,36.1178571428571
783,14,6,43.3414285714286
784,13,5,38.8961538461538
785,13,3,23.3376923076923
786,11,6,55.1618181818182
787,14,5,36.1178571428571
788,12,5,42.1375
789,13,6,46.6753846153846
790,11,4,36.7745454545455
791,13,4,31.1169230769231
792,13,4,31.1169230769231
793,13,4,31.1169230769231
794,12,3,25.2825
795,11,6,55.1618181818182
796,12,4,33.71
797,12,5,42.1375
798,11,5,45.9681818181818
799,12,3,25.2825
800,11,4,36.7745454545455
801,11,4,36.7745454545455
802,12,5,42.1375
803,15,6,40.452
804,14,6,43.3414285714286
805,12,6,50.565
806,12,4,33.71
807,9,4,44.9466666666667
808,11,5,45.9681818181818
809,13,5,38.8961538461538
810,13,6,46.6753846153846
811,11,6,55.1618181818182
812,10,5,50.565
813,9,3,33.71
814,11,3,27.5809090909091
815,11,6,55.1618181818182
816,11,2,18.3872727272727
817,12,6,50.565
818,10,5,50.565
819,11,4,36.7745454545455
820,11,4,36.7745454545455
821,12,3,25.2825
822,13,5,38.8961538461538
823,9,5,56.1833333333333
824,11,6,55.1618181818182
825,9,5,56.1833333333333
826,11,5,45.9681818181818
827,11,3,27.5809090909091
828,11,4,36.7745454545455
829,11,6,55.1618181818182
830,11,5,45.9681818181818
831,13,5,38.8961538461538
832,13,5,38.8961538461538
833,13,6,46.6753846153846
834,14,5,36.1178571428571
835,11,6,55.1618181818182
836,11,5,45.9681818181818
837,12,4,33.71
838,12,5,42.1375
839,12,5,42.1375
840,12,6,50.565
841,10,4,40.452
842,13,5,38.8961538461538
843,12,6,50.565
844,12,3,25.2825
845,10,5,50.565
846,11,5,45.9681818181818
847,8,4,50.565
848,9,3,33.71
849,10,2,20.226
850,14,5,36.1178571428571
851,12,6,50.565
852,13,4,31.1169230769231
853,11,4,36.7745454545455
854,13,5,38.8961538461538
855,8,3,37.92375
856,11,4,36.7745454545455
857,10,3,30.339
858,12,3,25.2825
859,12,3,25.2825
860,12,4,33.71
861,13,6,46.6753846153846
862,12,4,33.71
863,13,4,31.1169230769231
864,12,6,50.565
865,13,5,38.8961538461538
866,11,4,36.7745454545455
867,12,3,25.2825
868,13,5,38.8961538461538
869,12,3,25.2825
870,11,3,27.5809090909091
871,12,5,42.1375
872,13,5,38.8961538461538
873,10,5,50.565
874,11,4,36.7745454545455
875,14,5,36.1178571428571
876,11,3,27.5809090909091
877,11,5,45.9681818181818
878,9,4,44.9466666666667
879,10,2,20.226
880,10,5,50.565
881,10,2,20.226
882,11,6,55.1618181818182
883,12,6,50.565
884,10,4,40.452
885,13,4,31.1169230769231
886,10,4,40.452
887,9,4,44.9466666666667
888,12,5,42.1375
889,11,6,55.1618181818182
890,10,3,30.339
891,12,4,33.71
892,11,5,45.9681818181818
893,13,5,38.8961538461538
894,13,5,38.8961538461538
895,13,4,31.1169230769231
896,12,5,42.1375
897,11,4,36.7745454545455
898,11,5,45.9681818181818
899,13,5,38.8961538461538
900,10,2,20.226
901,12,4,33.71
902,11,7,64.3554545454546
903,12,5,42.1375
904,10,4,40.452
905,11,6,55.1618181818182
906,10,4,40.452
907,13,4,31.1169230769231
908,12,4,33.71
909,10,6,60.678
910,13,4,31.1169230769231
911,11,4,36.7745454545455
912,11,4,36.7745454545455
913,11,3,27.5809090909091
914,8,5,63.20625
915,13,4,31.1169230769231
916,10,2,20.226
917,10,5,50.565
918,12,3,25.2825
919,9,4,44.9466666666667
920,10,3,30.339
921,12,5,42.1375
922,8,4,50.565
923,15,7,47.194
924,12,4,33.71
925,11,5,45.9681818181818
926,11,5,45.9681818181818
927,11,6,55.1618181818182
928,9,5,56.1833333333333
929,13,5,38.8961538461538
930,13,5,38.8961538461538
931,12,2,16.855
932,12,6,50.565
933,13,5,38.8961538461538
934,10,4,40.452
935,13,5,38.8961538461538
936,11,3,27.5809090909091
937,11,5,45.9681818181818
938,11,4,36.7745454545455
939,10,6,60.678
940,11,5,45.9681818181818
941,11,4,36.7745454545455
942,12,4,33.71
943,11,4,36.7745454545455
944,11,6,55.1618181818182
945,12,6,50.565
946,10,3,30.339
947,15,5,33.71
948,14,5,36.1178571428571
949,13,7,54.4546153846154
950,12,4,33.71
951,11,4,36.7745454545455
952,10,6,60.678
953,10,3,30.339
954,12,6,50.565
955,11,4,36.7745454545455
956,14,6,43.3414285714286
957,12,4,33.71
958,11,5,45.9681818181818
959,12,5,42.1375
960,10,3,30.339
961,12,4,33.71
962,12,4,33.71
963,8,2,25.2825
964,11,4,36.7745454545455
965,11,4,36.7745454545455
966,14,5,36.1178571428571
967,10,3,30.339
968,12,3,25.2825
969,8,3,37.92375
970,11,4,36.7745454545455
971,11,4,36.7745454545455
972,10,4,40.452
973,13,6,46.6753846153846
974,10,6,60.678
975,12,3,25.2825
976,10,5,50.565
977,12,5,42.1375
978,12,6,50.565
979,14,4,28.8942857142857
980,12,3,25.2825
981,11,5,45.9681818181818
982,11,5,45.9681818181818
983,12,5,42.1375
984,14,6,43.3414285714286
985,12,5,42.1375
986,10,3,30.339
987,13,6,46.6753846153846
988,12,3,25.2825
989,10,3,30.339
990,11,4,36.7745454545455
991,14,6,43.3414285714286
992,13,6,46.6753846153846
993,12,5,42.1375
994,12,6,50.565
995,13,6,46.6753846153846
996,12,6,50.565
997,13,6,46.6753846153846
998,12,4,33.71
999,12,4,33.71
1000,12,4,33.71
