scenario,fold100,pval100,neg_top100,v02fp_top1k,ltbp1_rank,gapdh_score,jaccard100,spearman
OFAT_layer_-50%,21.6707142857143,0.000315516010147151,0,0,393,0,0.70940170940171,0.99667051876324
OFAT_layer_+50%,28.8942857142857,8.35064971012568e-06,0,1,275,0,0.869158878504673,0.998157043670211
OFAT_dir_-50%,28.8942857142857,8.35064971012568e-06,0,0,249,0,0.739130434782609,0.993880046079381
OFAT_dir_+50%,21.6707142857143,0.000315516010147151,0,0,405,0,0.680672268907563,0.995647864305463
OFAT_early_-50%,28.8942857142857,8.35064971012568e-06,0,1,124,0,0.923076923076923,0.991395469640814
OFAT_early_+50%,21.6707142857143,0.000315516010147151,0,0,453,0,0.941747572815534,0.997089087205206
OFAT_serum_-50%,28.8942857142857,8.35064971012568e-06,0,0,396,0,0.801801801801802,0.999966426645493
OFAT_serum_+50%,28.8942857142857,8.35064971012568e-06,0,1,248,0,0.96078431372549,0.999980654672539
OFAT_rescue_-50%,21.6707142857143,0.000315516010147151,0,0,432,0,0.941747572815534,0.999989486157592
OFAT_rescue_+50%,28.8942857142857,8.35064971012568e-06,0,0,232,0,0.98019801980198,0.999989339965594
RAND_0001,28.8942857142857,8.35064971012568e-06,0,1,221,0,0.98019801980198,0.993365252569631
RAND_0002,28.8942857142857,8.35064971012568e-06,0,1,135,0,0.724137931034483,0.991490186149908
RAND_0003,14.4471428571429,0.00815293421191023,0,0,518,0,0.724137931034483,0.998548149195868
RAND_0004,28.8942857142857,8.35064971012568e-06,0,1,231,0,0.801801801801802,0.988122445411976
RAND_0005,21.6707142857143,0.000315516010147151,0,0,419,0,0.70940170940171,0.992050569937931
RAND_0006,28.8942857142857,8.35064971012568e-06,0,0,377,0,0.941747572815534,0.996757051057089
RAND_0007,21.6707142857143,0.000315516010147151,0,0,391,0,0.801801801801802,0.997069286525756
RAND_0008,28.8942857142857,8.35064971012568e-06,0,1,44,0,0.739130434782609,0.992699092681072
RAND_0009,28.8942857142857,8.35064971012568e-06,0,1,78,0,0.769911504424779,0.994118485212221
RAND_0010,28.8942857142857,8.35064971012568e-06,0,1,307,0,0.941747572815534,0.999039330614019
RAND_0011,21.6707142857143,0.000315516010147151,0,1,360,0,0.96078431372549,0.999730149502265
RAND_0012,28.8942857142857,8.35064971012568e-06,0,0,243,0,0.851851851851852,0.994030936525313
RAND_0013,28.8942857142857,8.35064971012568e-06,0,0,376,0,0.724137931034483,0.998950732477561
RAND_0014,21.6707142857143,0.000315516010147151,0,0,542,0,0.834862385321101,0.994764468907596
RAND_0015,28.8942857142857,8.35064971012568e-06,0,0,305,0,0.769911504424779,0.999247374499939
RAND_0016,28.8942857142857,8.35064971012568e-06,0,1,297,0,0.739130434782609,0.994196822382145
RAND_0017,28.8942857142857,8.35064971012568e-06,0,1,93,0,0.739130434782609,0.997532275948702
RAND_0018,28.8942857142857,8.35064971012568e-06,0,1,219,0,0.923076923076923,0.997294266563893
RAND_0019,28.8942857142857,8.35064971012568e-06,0,1,29,0,0.724137931034483,0.994531576722653
RAND_0020,28.8942857142857,8.35064971012568e-06,0,1,222,0,0.904761904761905,0.99848214776263
RAND_0021,28.8942857142857,8.35064971012568e-06,0,1,71,0,0.739130434782609,0.997675084154426
RAND_0022,21.6707142857143,0.000315516010147151,0,0,455,0,0.923076923076923,0.999452732579305
RAND_0023,21.6707142857143,0.000315516010147151,0,0,424,0,0.724137931034483,0.999375528210307
RAND_0024,28.8942857142857,8.35064971012568e-06,0,1,85,0,0.739130434782609,0.994955043279559
RAND_0025,28.8942857142857,8.35064971012568e-06,0,0,305,0,0.904761904761905,0.999213617378287
RAND_0026,14.4471428571429,0.00815293421191023,0,0,478,0,0.680672268907563,0.99832868654288
RAND_0027,28.8942857142857,8.35064971012568e-06,0,1,224,0,0.923076923076923,0.999329003950552
RAND_0028,28.8942857142857,8.35064971012568e-06,0,1,136,0,0.724137931034483,0.989164870216839
RAND_0029,28.8942857142857,8.35064971012568e-06,0,0,150,0,0.70940170940171,0.996166708131815
RAND_0030,21.6707142857143,0.000315516010147151,0,0,498,0,0.801801801801802,0.99305451387924
RAND_0031,28.8942857142857,8.35064971012568e-06,0,0,362,0,0.904761904761905,0.997010651026612
RAND_0032,28.8942857142857,8.35064971012568e-06,0,1,79,0,0.666666666666667,0.994368741874457
RAND_0033,28.8942857142857,8.35064971012568e-06,0,0,361,0,0.904761904761905,0.998796082815777
RAND_0034,21.6707142857143,0.000315516010147151,0,0,440,0,0.680672268907563,0.998835703149527
RAND_0035,28.8942857142857,8.35064971012568e-06,0,1,285,0,0.923076923076923,0.998869352042087
RAND_0036,28.8942857142857,8.35064971012568e-06,0,0,331,0,0.70940170940171,0.994630460146136
RAND_0037,28.8942857142857,8.35064971012568e-06,0,0,247,0,0.851851851851852,0.994974964072749
RAND_0038,21.6707142857143,0.000315516010147151,0,0,508,0,0.754385964912281,0.999486558297515
RAND_0039,21.6707142857143,0.000315516010147151,0,0,468,0,0.666666666666667,0.987065011781342
RAND_0040,28.8942857142857,8.35064971012568e-06,0,1,114,0,0.70940170940171,0.992012611790826
RAND_0041,21.6707142857143,0.000315516010147151,0,0,451,0,0.941747572815534,0.9981833340422
RAND_0042,21.6707142857143,0.000315516010147151,0,0,472,0,0.680672268907563,0.995305264036767
RAND_0043,28.8942857142857,8.35064971012568e-06,0,0,370,0,0.769911504424779,0.997928261225998
RAND_0044,28.8942857142857,8.35064971012568e-06,0,1,135,0,0.923076923076923,0.998272930944069
RAND_0045,28.8942857142857,8.35064971012568e-06,0,1,278,0,0.754385964912281,0.997017569005102
RAND_0046,28.8942857142857,8.35064971012568e-06,0,0,241,0,0.769911504424779,0.996665030319254
RAND_0047,28.8942857142857,8.35064971012568e-06,0,0,136,0,0.785714285714286,0.998960434519716
RAND_0048,28.8942857142857,8.35064971012568e-06,0,0,380,0,0.739130434782609,0.992054815959196
RAND_0049,28.8942857142857,8.35064971012568e-06,0,0,249,0,0.694915254237288,0.990103656483462
RAND_0050,28.8942857142857,8.35064971012568e-06,0,1,39,0,0.739130434782609,0.998226161134411
RAND_0051,21.6707142857143,0.000315516010147151,0,1,320,0,0.941747572815534,0.999351286774313
RAND_0052,28.8942857142857,8.35064971012568e-06,0,1,192,0,0.739130434782609,0.994994653583282
RAND_0053,28.8942857142857,8.35064971012568e-06,0,1,92,0,0.739130434782609,0.9964382472736
RAND_0054,28.8942857142857,8.35064971012568e-06,0,1,147,0,0.680672268907563,0.985395012784985
RAND_0055,14.4471428571429,0.00815293421191023,0,0,372,0,0.680672268907563,0.99317073107467
RAND_0056,28.8942857142857,8.35064971012568e-06,0,0,320,0,0.98019801980198,0.999613614155329
RAND_0057,28.8942857142857,8.35064971012568e-06,0,1,77,0,0.739130434782609,0.997357171435458
RAND_0058,21.6707142857143,0.000315516010147151,0,0,346,0,0.70940170940171,0.991124096080055
RAND_0059,28.8942857142857,8.35064971012568e-06,0,0,321,0,0.904761904761905,0.99669391315574
RAND_0060,21.6707142857143,0.000315516010147151,0,0,765,0,0.666666666666667,0.994702202684027
RAND_0061,28.8942857142857,8.35064971012568e-06,0,1,69,0,0.851851851851852,0.994744881844958
RAND_0062,28.8942857142857,8.35064971012568e-06,0,1,147,0,0.785714285714286,0.995571752683004
RAND_0063,21.6707142857143,0.000315516010147151,0,0,589,0,0.652892561983471,0.990430079476624
RAND_0064,28.8942857142857,8.35064971012568e-06,0,1,130,0,0.739130434782609,0.997045823972387
RAND_0065,28.8942857142857,8.35064971012568e-06,0,0,167,0,0.941747572815534,0.997745146018616
RAND_0066,28.8942857142857,8.35064971012568e-06,0,0,303,0,0.818181818181818,0.996539238157692
RAND_0067,28.8942857142857,8.35064971012568e-06,0,1,76,0,0.652892561983471,0.991554755320924
RAND_0068,28.8942857142857,8.35064971012568e-06,0,1,255,0,0.869158878504673,0.99877888590029
RAND_0069,21.6707142857143,0.000315516010147151,0,0,626,0,0.869158878504673,0.992418264620451
RAND_0070,28.8942857142857,8.35064971012568e-06,0,0,274,0,0.666666666666667,0.987523098181472
RAND_0071,28.8942857142857,8.35064971012568e-06,0,0,136,0,0.680672268907563,0.992490738827868
RAND_0072,21.6707142857143,0.000315516010147151,0,0,467,0,0.769911504424779,0.998340428041137
RAND_0073,28.8942857142857,8.35064971012568e-06,0,1,141,0,0.769911504424779,0.996892464997378
RAND_0074,21.6707142857143,0.000315516010147151,0,0,494,0,0.904761904761905,0.998576577215934
RAND_0075,21.6707142857143,0.000315516010147151,0,0,468,0,0.724137931034483,0.995325921497083
RAND_0076,28.8942857142857,8.35064971012568e-06,0,1,79,0,0.652892561983471,0.993543479857279
RAND_0077,28.8942857142857,8.35064971012568e-06,0,0,286,0,0.941747572815534,0.999468478513337
RAND_0078,21.6707142857143,0.000315516010147151,0,0,606,0,0.801801801801802,0.991288599935082
RAND_0079,28.8942857142857,8.35064971012568e-06,0,0,345,0,0.923076923076923,0.999200001930972
RAND_0080,21.6707142857143,0.000315516010147151,0,0,633,0,0.680672268907563,0.998969572390302
RAND_0081,21.6707142857143,0.000315516010147151,0,0,367,0,0.70940170940171,0.997339656176918
RAND_0082,14.4471428571429,0.00815293421191023,0,0,471,0,0.626016260162602,0.984022028419519
RAND_0083,21.6707142857143,0.000315516010147151,0,1,342,0,0.70940170940171,0.995279680190871
RAND_0084,14.4471428571429,0.00815293421191023,0,0,864,0,0.801801801801802,0.994888876937132
RAND_0085,14.4471428571429,0.00815293421191023,0,0,508,0,0.724137931034483,0.994934648126489
RAND_0086,28.8942857142857,8.35064971012568e-06,0,0,302,0,0.724137931034483,0.998096612199783
RAND_0087,28.8942857142857,8.35064971012568e-06,0,0,292,0,0.834862385321101,0.99960160517229
RAND_0088,28.8942857142857,8.35064971012568e-06,0,0,334,0,0.70940170940171,0.997407252738413
RAND_0089,21.6707142857143,0.000315516010147151,0,1,331,0,0.70940170940171,0.99464825909538
RAND_0090,21.6707142857143,0.000315516010147151,0,0,479,0,0.801801801801802,0.993503924550372
RAND_0091,21.6707142857143,0.000315516010147151,0,0,381,0,0.96078431372549,0.998362701589445
RAND_0092,28.8942857142857,8.35064971012568e-06,0,0,247,0,0.834862385321101,0.996850792762864
RAND_0093,14.4471428571429,0.00815293421191023,0,0,887,0,0.869158878504673,0.991691776091167
RAND_0094,28.8942857142857,8.35064971012568e-06,0,1,88,0,0.801801801801802,0.997855880974621
RAND_0095,28.8942857142857,8.35064971012568e-06,0,0,378,0,0.739130434782609,0.989447450658884
RAND_0096,21.6707142857143,0.000315516010147151,0,0,426,0,0.785714285714286,0.99819953941877
RAND_0097,21.6707142857143,0.000315516010147151,0,0,421,0,0.70940170940171,0.997706586151192
RAND_0098,21.6707142857143,0.000315516010147151,0,0,490,0,0.666666666666667,0.991479677096942
RAND_0099,28.8942857142857,8.35064971012568e-06,0,0,387,0,0.886792452830189,0.997576676814733
RAND_0100,21.6707142857143,0.000315516010147151,0,0,522,0,0.680672268907563,0.993684385625883
RAND_0101,21.6707142857143,0.000315516010147151,0,0,379,0,0.818181818181818,0.996858179047231
RAND_0102,28.8942857142857,8.35064971012568e-06,0,1,144,0,0.851851851851852,0.994744001959737
RAND_0103,28.8942857142857,8.35064971012568e-06,0,0,351,0,0.680672268907563,0.991241494171781
RAND_0104,28.8942857142857,8.35064971012568e-06,0,0,163,0,0.886792452830189,0.99915804842039
RAND_0105,21.6707142857143,0.000315516010147151,0,0,447,0,0.769911504424779,0.999601357474753
RAND_0106,28.8942857142857,8.35064971012568e-06,0,0,446,0,0.724137931034483,0.990303887425806
RAND_0107,28.8942857142857,8.35064971012568e-06,0,0,356,0,0.785714285714286,0.99512256956229
RAND_0108,21.6707142857143,0.000315516010147151,0,0,392,0,0.785714285714286,0.993235123878585
RAND_0109,28.8942857142857,8.35064971012568e-06,0,0,409,0,0.70940170940171,0.997082917383789
RAND_0110,28.8942857142857,8.35064971012568e-06,0,0,294,0,0.886792452830189,0.995748611110039
RAND_0111,28.8942857142857,8.35064971012568e-06,0,0,434,0,0.801801801801802,0.994999759528391
RAND_0112,28.8942857142857,8.35064971012568e-06,0,0,246,0,0.680672268907563,0.986304832474851
RAND_0113,28.8942857142857,8.35064971012568e-06,0,1,137,0,0.754385964912281,0.994555945315931
RAND_0114,28.8942857142857,8.35064971012568e-06,0,0,234,0,0.724137931034483,0.994336334841946
RAND_0115,14.4471428571429,0.00815293421191023,0,0,833,0,0.801801801801802,0.992997491809668
RAND_0116,28.8942857142857,8.35064971012568e-06,0,1,40,0,0.739130434782609,0.994130574609603
RAND_0117,21.6707142857143,0.000315516010147151,0,0,497,0,0.680672268907563,0.997318524838489
RAND_0118,21.6707142857143,0.000315516010147151,0,0,456,0,0.680672268907563,0.998761989206477
RAND_0119,28.8942857142857,8.35064971012568e-06,0,1,242,0,0.724137931034483,0.995841607523329
RAND_0120,28.8942857142857,8.35064971012568e-06,0,0,363,0,0.801801801801802,0.998977025820123
RAND_0121,28.8942857142857,8.35064971012568e-06,0,0,403,0,0.941747572815534,0.996519077566772
RAND_0122,28.8942857142857,8.35064971012568e-06,0,0,253,0,0.70940170940171,0.991682360978579
RAND_0123,28.8942857142857,8.35064971012568e-06,0,0,358,0,0.923076923076923,0.999307234022171
RAND_0124,28.8942857142857,8.35064971012568e-06,0,1,100,0,0.739130434782609,0.993989940632656
RAND_0125,21.6707142857143,0.000315516010147151,0,1,300,0,0.754385964912281,0.996656288100702
RAND_0126,28.8942857142857,8.35064971012568e-06,0,1,204,0,0.851851851851852,0.997974630060975
RAND_0127,28.8942857142857,8.35064971012568e-06,0,0,218,0,0.923076923076923,0.999684614012723
RAND_0128,28.8942857142857,8.35064971012568e-06,0,1,112,0,0.739130434782609,0.995621492042162
RAND_0129,28.8942857142857,8.35064971012568e-06,0,0,283,0,0.769911504424779,0.99588353775241
RAND_0130,28.8942857142857,8.35064971012568e-06,0,1,89,0,0.834862385321101,0.998789648083724
RAND_0131,21.6707142857143,0.000315516010147151,0,0,472,0,0.680672268907563,0.99510904039758
RAND_0132,28.8942857142857,8.35064971012568e-06,0,1,128,0,0.904761904761905,0.997989634370913
RAND_0133,21.6707142857143,0.000315516010147151,0,1,328,0,0.739130434782609,0.994719742007665
RAND_0134,28.8942857142857,8.35064971012568e-06,0,1,283,0,0.923076923076923,0.998974662593842
RAND_0135,21.6707142857143,0.000315516010147151,0,0,354,0,0.680672268907563,0.988322168682911
RAND_0136,28.8942857142857,8.35064971012568e-06,0,0,316,0,0.785714285714286,0.999516333788931
RAND_0137,21.6707142857143,0.000315516010147151,0,0,408,0,0.724137931034483,0.999085577788492
RAND_0138,28.8942857142857,8.35064971012568e-06,0,1,64,0,0.739130434782609,0.994402341533983
RAND_0139,21.6707142857143,0.000315516010147151,0,0,446,0,0.70940170940171,0.99291047907327
RAND_0140,21.6707142857143,0.000315516010147151,0,0,388,0,0.941747572815534,0.998003253689772
RAND_0141,28.8942857142857,8.35064971012568e-06,0,1,90,0,0.851851851851852,0.996885837384668
RAND_0142,28.8942857142857,8.35064971012568e-06,0,1,142,0,0.785714285714286,0.997452424163539
RAND_0143,28.8942857142857,8.35064971012568e-06,0,1,232,0,0.98019801980198,0.996225280960708
RAND_0144,28.8942857142857,8.35064971012568e-06,0,0,232,0,0.904761904761905,0.998351220320454
RAND_0145,21.6707142857143,0.000315516010147151,0,0,336,0,0.70940170940171,0.992094154726657
RAND_0146,28.8942857142857,8.35064971012568e-06,0,1,232,0,0.869158878504673,0.998075596641989
RAND_0147,21.6707142857143,0.000315516010147151,0,0,598,0,0.680672268907563,0.998369641978775
RAND_0148,28.8942857142857,8.35064971012568e-06,0,0,290,0,0.923076923076923,0.997989829515291
RAND_0149,28.8942857142857,8.35064971012568e-06,0,1,147,0,0.923076923076923,0.998746924455182
RAND_0150,28.8942857142857,8.35064971012568e-06,0,0,359,0,0.739130434782609,0.991938849885907
RAND_0151,28.8942857142857,8.35064971012568e-06,0,0,401,0,0.941747572815534,0.997339508675165
RAND_0152,28.8942857142857,8.35064971012568e-06,0,1,54,0,0.769911504424779,0.994582000108711
RAND_0153,28.8942857142857,8.35064971012568e-06,0,0,207,0,0.886792452830189,0.992714510114329
RAND_0154,28.8942857142857,8.35064971012568e-06,0,0,342,0,0.70940170940171,0.995678008738874
RAND_0155,28.8942857142857,8.35064971012568e-06,0,0,213,0,0.818181818181818,0.997082731381362
RAND_0156,14.4471428571429,0.00815293421191023,0,0,412,0,0.680672268907563,0.993632034901772
RAND_0157,28.8942857142857,8.35064971012568e-06,0,0,322,0,0.834862385321101,0.998411646196713
RAND_0158,21.6707142857143,0.000315516010147151,0,0,617,0,0.769911504424779,0.9966698955031
RAND_0159,28.8942857142857,8.35064971012568e-06,0,0,370,0,0.869158878504673,0.997712664022106
RAND_0160,21.6707142857143,0.000315516010147151,0,1,242,0,0.754385964912281,0.997685498891479
RAND_0161,28.8942857142857,8.35064971012568e-06,0,1,241,0,0.851851851851852,0.991213386683031
RAND_0162,28.8942857142857,8.35064971012568e-06,0,0,320,0,0.724137931034483,0.996387431462761
RAND_0163,21.6707142857143,0.000315516010147151,0,0,346,0,0.694915254237288,0.99222380240016
RAND_0164,28.8942857142857,8.35064971012568e-06,0,0,296,0,0.666666666666667,0.985015785551481
RAND_0165,21.6707142857143,0.000315516010147151,0,0,529,0,0.680672268907563,0.997673255584271
RAND_0166,36.1178571428571,1.59471074058841e-07,0,1,138,0,0.70940170940171,0.992078348908491
RAND_0167,28.8942857142857,8.35064971012568e-06,0,1,124,0,0.724137931034483,0.993579735308738
RAND_0168,21.6707142857143,0.000315516010147151,0,1,383,0,0.818181818181818,0.9970604365889
RAND_0169,28.8942857142857,8.35064971012568e-06,0,1,136,0,0.886792452830189,0.98908601009829
RAND_0170,21.6707142857143,0.000315516010147151,0,1,317,0,0.754385964912281,0.9991189530552
RAND_0171,28.8942857142857,8.35064971012568e-06,0,0,253,0,0.724137931034483,0.99513383197007
RAND_0172,21.6707142857143,0.000315516010147151,0,0,419,0,0.70940170940171,0.995406738829
RAND_0173,28.8942857142857,8.35064971012568e-06,0,0,320,0,0.904761904761905,0.996562508689458
RAND_0174,28.8942857142857,8.35064971012568e-06,0,1,98,0,0.739130434782609,0.993904103255143
RAND_0175,28.8942857142857,8.35064971012568e-06,0,1,138,0,0.769911504424779,0.984250430873292
RAND_0176,28.8942857142857,8.35064971012568e-06,0,1,125,0,0.739130434782609,0.995932119641885
RAND_0177,28.8942857142857,8.35064971012568e-06,0,1,240,0,0.923076923076923,0.999506971705464
RAND_0178,28.8942857142857,8.35064971012568e-06,0,1,33,0,0.587301587301587,0.999254480901297
RAND_0179,21.6707142857143,0.000315516010147151,0,0,425,0,0.769911504424779,0.998641884963728
RAND_0180,28.8942857142857,8.35064971012568e-06,0,1,63,0,0.739130434782609,0.994104478959556
RAND_0181,21.6707142857143,0.000315516010147151,0,0,352,0,0.941747572815534,0.995869579682181
RAND_0182,28.8942857142857,8.35064971012568e-06,0,1,229,0,0.769911504424779,0.996381451164036
RAND_0183,28.8942857142857,8.35064971012568e-06,0,0,364,0,0.886792452830189,0.995271397316182
RAND_0184,21.6707142857143,0.000315516010147151,0,0,496,0,0.70940170940171,0.997708934541392
RAND_0185,14.4471428571429,0.00815293421191023,0,0,473,0,0.754385964912281,0.999603974208789
RAND_0186,28.8942857142857,8.35064971012568e-06,0,1,228,0,0.769911504424779,0.99564813403262
RAND_0187,21.6707142857143,0.000315516010147151,0,0,386,0,0.70940170940171,0.9990426611574
RAND_0188,28.8942857142857,8.35064971012568e-06,0,0,157,0,0.785714285714286,0.996383208194796
RAND_0189,28.8942857142857,8.35064971012568e-06,0,1,127,0,0.941747572815534,0.993938748428826
RAND_0190,21.6707142857143,0.000315516010147151,0,0,460,0,0.70940170940171,0.991677498429937
RAND_0191,28.8942857142857,8.35064971012568e-06,0,1,245,0,0.834862385321101,0.999522025695377
RAND_0192,28.8942857142857,8.35064971012568e-06,0,0,370,0,1,0.999382220948535
RAND_0193,21.6707142857143,0.000315516010147151,0,1,244,0,0.739130434782609,0.988421645479967
RAND_0194,28.8942857142857,8.35064971012568e-06,0,1,101,0,0.739130434782609,0.993719426985607
RAND_0195,21.6707142857143,0.000315516010147151,0,0,440,0,0.904761904761905,0.999263803636645
RAND_0196,21.6707142857143,0.000315516010147151,0,0,358,0,0.754385964912281,0.999360634213245
RAND_0197,28.8942857142857,8.35064971012568e-06,0,1,156,0,0.739130434782609,0.995369988934391
RAND_0198,28.8942857142857,8.35064971012568e-06,0,0,243,0,0.652892561983471,0.983929946625059
RAND_0199,21.6707142857143,0.000315516010147151,0,0,389,0,0.70940170940171,0.992602543885525
RAND_0200,21.6707142857143,0.000315516010147151,0,0,350,0,0.70940170940171,0.99063659579766
RAND_0201,28.8942857142857,8.35064971012568e-06,0,0,353,0,0.739130434782609,0.991732981401255
RAND_0202,21.6707142857143,0.000315516010147151,0,0,419,0,0.70940170940171,0.994451528585793
RAND_0203,21.6707142857143,0.000315516010147151,0,0,347,0,0.70940170940171,0.995030239542092
RAND_0204,28.8942857142857,8.35064971012568e-06,0,1,101,0,0.739130434782609,0.995280118360234
RAND_0205,28.8942857142857,8.35064971012568e-06,0,1,259,0,0.754385964912281,0.993221091778868
RAND_0206,28.8942857142857,8.35064971012568e-06,0,1,41,0,0.739130434782609,0.993634299296306
RAND_0207,36.1178571428571,1.59471074058841e-07,0,1,93,0,0.680672268907563,0.992466824191957
RAND_0208,21.6707142857143,0.000315516010147151,0,0,498,0,0.680672268907563,0.998272603151432
RAND_0209,28.8942857142857,8.35064971012568e-06,0,1,109,0,0.785714285714286,0.997156169672821
RAND_0210,21.6707142857143,0.000315516010147151,0,0,581,0,0.70940170940171,0.997387412458242
RAND_0211,28.8942857142857,8.35064971012568e-06,0,1,91,0,0.739130434782609,0.99507164690381
RAND_0212,21.6707142857143,0.000315516010147151,0,0,424,0,0.818181818181818,0.999288148977443
RAND_0213,14.4471428571429,0.00815293421191023,0,0,455,0,0.612903225806452,0.978158664606158
RAND_0214,28.8942857142857,8.35064971012568e-06,0,0,261,0,0.694915254237288,0.992510442855239
RAND_0215,28.8942857142857,8.35064971012568e-06,0,1,220,0,0.739130434782609,0.995084265820412
RAND_0216,21.6707142857143,0.000315516010147151,0,0,371,0,0.652892561983471,0.984028130889537
RAND_0217,28.8942857142857,8.35064971012568e-06,0,0,303,0,0.724137931034483,0.992707057932457
RAND_0218,21.6707142857143,0.000315516010147151,0,0,530,0,0.666666666666667,0.990750488534485
RAND_0219,28.8942857142857,8.35064971012568e-06,0,0,370,0,0.739130434782609,0.99085571943808
RAND_0220,28.8942857142857,8.35064971012568e-06,0,1,78,0,0.886792452830189,0.994012495799493
RAND_0221,21.6707142857143,0.000315516010147151,0,0,582,0,0.680672268907563,0.995003932367613
RAND_0222,28.8942857142857,8.35064971012568e-06,0,1,220,0,0.754385964912281,0.996975739732184
RAND_0223,21.6707142857143,0.000315516010147151,0,0,491,0,0.941747572815534,0.996310358865555
RAND_0224,21.6707142857143,0.000315516010147151,0,0,450,0,0.680672268907563,0.994898243484193
RAND_0225,28.8942857142857,8.35064971012568e-06,0,0,324,0,0.724137931034483,0.998013615351269
RAND_0226,28.8942857142857,8.35064971012568e-06,0,0,431,0,0.851851851851852,0.998866489404078
RAND_0227,14.4471428571429,0.00815293421191023,0,0,677,0,0.652892561983471,0.994115401814957
RAND_0228,28.8942857142857,8.35064971012568e-06,0,1,85,0,0.834862385321101,0.996391499601973
RAND_0229,21.6707142857143,0.000315516010147151,0,0,441,0,0.680672268907563,0.993809188854709
RAND_0230,28.8942857142857,8.35064971012568e-06,0,0,353,0,0.851851851851852,0.996779885201448
RAND_0231,28.8942857142857,8.35064971012568e-06,0,0,361,0,0.724137931034483,0.988559828671057
RAND_0232,28.8942857142857,8.35064971012568e-06,0,1,310,0,0.923076923076923,0.998521557442609
RAND_0233,21.6707142857143,0.000315516010147151,0,0,382,0,0.941747572815534,0.999493815335008
RAND_0234,28.8942857142857,8.35064971012568e-06,0,1,230,0,0.769911504424779,0.997858897957786
RAND_0235,21.6707142857143,0.000315516010147151,0,0,660,0,0.652892561983471,0.994559518089091
RAND_0236,21.6707142857143,0.000315516010147151,0,0,405,0,0.70940170940171,0.993664369396529
RAND_0237,28.8942857142857,8.35064971012568e-06,0,0,296,0,0.851851851851852,0.995876036198197
RAND_0238,28.8942857142857,8.35064971012568e-06,0,0,207,0,0.923076923076923,0.998865782449745
RAND_0239,28.8942857142857,8.35064971012568e-06,0,0,246,0,0.739130434782609,0.997398310047031
RAND_0240,28.8942857142857,8.35064971012568e-06,0,1,44,0,0.739130434782609,0.994734303690451
RAND_0241,28.8942857142857,8.35064971012568e-06,0,0,366,0,0.869158878504673,0.998753561801893
RAND_0242,28.8942857142857,8.35064971012568e-06,0,0,322,0,0.851851851851852,0.998531631164571
RAND_0243,28.8942857142857,8.35064971012568e-06,0,1,135,0,0.785714285714286,0.983675870682031
